"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","symbol"
61.9597422083958,1.10931108751217,0.251333133119453,4.41370810821404,1.01614944261349e-05,0.000438869263926268,"ENSG00000142694","EVA1B"
2.18430929481169,1.35312762315611,0.407268191199515,3.32244857908196,0.000892311161010996,0.00939392226811501,"ENSG00000203817","ENSG00000248333"
5.56121013669136,1.51508230753502,0.410925605118016,3.68699903015266,0.000226914221454432,0.00369519447045291,"ENSG00000143552","NUP210L"
9.32723158959523,1.50993535003111,0.370069315015933,4.08014198628195,4.50082002620472e-05,0.00125941456950561,"ENSG00000170128","GPR25"
49.359445441035,1.13465594485433,0.237447212216998,4.778560818888,1.76554360666176e-06,0.000130603270945985,"ENSG00000174276","ZNHIT2"
105.149780658298,1.20068807199634,0.212416822716528,5.65250932878638,1.58122213744634e-08,5.23572768225386e-06,"ENSG00000175602","CCDC85B"
3.61723011280593,1.23212650949733,0.382253779841926,3.22332066933872,0.00126713613195012,0.0119067987750205,"ENSG00000102802","MEDAG"
3.14230984696461,1.37257405848259,0.486622960225248,2.82061096715874,0.00479322924255332,0.0301899633497233,"ENSG00000134871","COL4A2"
6.58853377330891,1.86691933689062,0.379507892846145,4.91931623052561,8.68470623058472e-07,8.44602863977215e-05,"ENSG00000184986","TMEM121"
2.94015849049581,1.87197530709364,0.435696122725897,4.29651587299374,1.73503549867514e-05,0.000657449146890418,"ENSG00000153666","ENSG00000048707"
538.090939351044,1.41694337764855,0.449216051659546,3.15425811792324,0.00160906701452068,0.0142147228313117,"ENSG00000184779","ENSG00000171729"
4.9217471343523,1.7119553839636,0.519163409052866,3.29752704853911,0.000975402792896594,0.00995225725664925,"ENSG00000130656","HBZ"
656.523568375528,1.00104089783157,0.294307476725718,3.40134375439091,0.000670554485963458,0.00775178822634565,"ENSG00000206177","HBM"
75.7135240073213,1.45256283570074,0.337241851243959,4.30718438516092,1.65345775477045e-05,0.000638770416091132,"ENSG00000185883","ATP6V0C"
12.188379560209,2.21101717420364,0.576745050524481,3.83361274135424,0.000126274885604809,0.00253041042378397,"ENSG00000169627","BOLA2"
1.96085564895678,1.088003953923,0.395541540874622,2.75066925086351,0.00594736591572126,0.0350281129757121,"ENSG00000103067","ESRP2"
5.47882813884808,1.26095467825396,0.395206350421323,3.19062352340665,0.00141966139532027,0.0129378971328434,"ENSG00000157335","CLEC18C"
2.85564051085466,1.9114144491955,0.619893533442979,3.08345602280963,0.00204611349175933,0.016696395495946,"ENSG00000141255","SPATA22"
2.70798035314536,1.05910595146756,0.399244195456495,2.65277733156918,0.00798325157109563,0.0427340568126355,"ENSG00000224226","ENSG00000127483"
24.1981112048635,2.23621064137947,0.347779708155111,6.42996295914457,1.27635044001647e-10,1.7750205569309e-07,"ENSG00000262814","MRPL12"
509.382027294062,1.02166856518406,0.239341276528867,4.26866848878377,1.96643264264092e-05,0.000703012307486049,"ENSG00000197540","GZMM"
9.66929837346783,1.04903545239745,0.335269467167378,3.12893226233969,0.00175442747786904,0.0149869919746466,"ENSG00000185198","PRSS57"
19.3104239301122,1.62368288385431,0.324156518897303,5.00894718815978,5.47285868794574e-07,6.13798756235979e-05,"ENSG00000167680","SEMA6B"
12.3395956845372,1.36337184891012,0.420053529868941,3.2457097773598,0.00117158210944616,0.0113068649521636,"ENSG00000268861","ENSG00000117640"
381.322944270269,1.02078282789729,0.194216821483633,5.25589297620813,1.47307940627476e-07,2.2490588234666e-05,"ENSG00000099795","NDUFB7"
2.15335411947655,1.37010164419314,0.457177881916154,2.99686773658139,0.00272769030398112,0.0205171642836678,"ENSG00000126251","GPR42"
20.4565737799733,1.26152781120511,0.259882360628527,4.85422638209879,1.20857611660954e-06,9.94536571224191e-05,"ENSG00000115138","POMC"
368.165015553431,1.12526862539922,0.184236721856321,6.10773256309224,1.0105649896303e-09,7.82401214938881e-07,"ENSG00000152082","MZT2B"
3.47458374957779,1.38242842334868,0.424119402724622,3.25952647878807,0.00111598362807963,0.010937268721426,"ENSG00000078098","FAP"
3.18829571916543,1.33583981323968,0.470243667668165,2.84073961030419,0.00450090463756785,0.0289231568292284,"ENSG00000271303","SRXN1"
